"CÓD. 
DEP.";DEPARTAMENTO;CÓD. MUN.;MUNICIPIO;"GRUPO 
DE CULTIVO";"SUBGRUPO 
DE CULTIVO";CULTIVO;DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO;AÑO;PERIODO;"Área Sembrada
(ha)";"Área Cosechada
(ha)";"Producción
(t)";"Rendimiento
(t/ha)";ESTADO FISICO PRODUCCION;"NOMBRE 
CIENTIFICO";CICLO DE CULTIVO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;65;65;390;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13030;ALTOS DEL ROSARIO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;30;30;450;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;30;30;360;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13667;SAN MARTIN DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008A;25;25;250;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;50;45;135;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;40;25;500;20;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8078;BARANOA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;30;12;13;108;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;18;15;225;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8606;REPELON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;16;16;11;68;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;16;13;260;20;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;12;7;14;2;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;5;2;6;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;3;3;10;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;120;9;36;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;60;30;120;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2008;2008B;50;45;520;1156;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8078;BARANOA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;41;34;85;25;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;40;30;450;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;23;22;66;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8606;REPELON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;21;2;10;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;20;20;240;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8436;MANATI;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;20;4;8;2;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8770;SUAN;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;20;20;80;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;15;15;75;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;13;13;260;20;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;6;5;20;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8849;USIACURI;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;4;1;15;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8549;PIOJO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;2;2;1;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;220;220;2640;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;70;70;700;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13030;ALTOS DEL ROSARIO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;50;50;350;7;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;35;35;420;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009A;35;35;245;7;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;50;30;519;173;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8770;SUAN;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;50;40;280;7;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8078;BARANOA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;41;38;95;25;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;35;34;102;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;20;20;240;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;15;15;75;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;13;13;260;20;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8606;REPELON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;8;8;40;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;6;5;20;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8549;PIOJO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;2;2;1;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;120;120;1200;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;50;50;500;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;30;30;360;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13030;ALTOS DEL ROSARIO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;20;20;200;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2009;2009B;15;15;60;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;50;40;600;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;30;15;120;8;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8606;REPELON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;30;28;126;45;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8770;SUAN;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;30;30;36;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8078;BARANOA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;28;20;80;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8436;MANATI;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;25;10;16;16;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;23;18;55;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;20;20;240;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;17;15;75;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8849;USIACURI;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;3;3;30;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;140;55;440;8;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13030;ALTOS DEL ROSARIO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;95;12;36;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13667;SAN MARTIN DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;90;46;184;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;80;20;40;2;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;60;8;44;55;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010A;60;18;94;522;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;40;20;300;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;35;34;102;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;30;0;0;;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8606;REPELON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;30;20;80;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;20;20;240;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8770;SUAN;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;20;5;35;7;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;17;15;75;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8436;MANATI;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;12;0;0;;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;10;0;0;;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;100;55;220;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;60;40;300;75;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13030;ALTOS DEL ROSARIO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;50;40;240;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;50;8;24;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2010;2010B;50;18;54;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8606;REPELON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;78;20;90;45;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;52;0;0;;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;35;18;108;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;31;31;372;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;23;20;60;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;17;15;75;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8078;BARANOA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;14;7;28;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8849;USIACURI;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;12;6;62;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;2;2;8;41;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13549;PINILLOS;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;100;100;1000;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;98;50;300;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;65;34;204;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13030;ALTOS DEL ROSARIO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;50;35;280;8;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13468;MOMPOS;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;30;10;150;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13667;SAN MARTIN DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011A;25;16;64;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8770;SUAN;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011B;65;65;455;7;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011B;35;35;105;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011B;30;26;112;43;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8606;REPELON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011B;15;15;68;45;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011B;92;75;450;6;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13030;ALTOS DEL ROSARIO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011B;35;30;240;8;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011B;35;12;60;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13468;MOMPOS;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2011;2011B;10;5;75;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8606;REPELON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;85;50;250;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8137;CAMPO DE LA CRUZ;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;40;30;450;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8421;LURUACO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;35;28;420;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;35;30;150;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;23;23;68;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8520;PALMAR DE VARELA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;15;15;120;8;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;15;15;300;20;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8078;BARANOA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;14;8;32;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8770;SUAN;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;14;12;84;7;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8549;PIOJO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;11;8;36;45;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8849;USIACURI;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;10;9;90;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;4;4;12;35;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;150;150;1500;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13430;MAGANGUE;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;85;85;850;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13030;ALTOS DEL ROSARIO;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;45;45;540;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13074;BARRANCO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;35;35;420;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13268;EL PEÑON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;35;25;300;12;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13468;MOMPOS;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;30;10;150;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13667;SAN MARTIN DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;10;10;100;10;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13673;SANTA CATALINA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012A;6;6;48;8;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8606;REPELON;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012B;42;42;210;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8675;SANTA LUCIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012B;40;30;150;5;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8296;GALAPA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012B;35;35;105;3;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8638;SABANALARGA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012B;15;15;300;20;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8770;SUAN;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012B;15;15;105;7;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8141;CANDELARIA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012B;4;4;14;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
8;ATLANTICO;8436;MANATI;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012B;3;3;12;4;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
13;BOLIVAR;13300;HATILLO DE LOBA;HORTALIZAS;AHUYAMA;AHUYAMA;AHUYAMA;2012;2012B;120;120;1800;15;HORTALIZA FRESCA;CUCURBITA MOSHATA;TRANSITORIO
